ulb_ratio,supervised_acc,ssl_acc
0.0,0.7691123485565186,0.7788609266281128
0.7,0.7578245401382446,0.6993330121040344
0.75,0.7523516416549683,0.7056609988212585
0.8,0.7147254943847656,0.6969385743141174
0.85,0.705489993095398,0.6889002919197083
0.9,0.700188159942627,0.6813750863075256
0.95,0.6268171668052673,0.6733367443084717
