ulb_ratio,supervised_acc,ssl_acc
0.0,0.8471953578336557,0.8481624758220503
0.7,0.7954545454545454,0.7911025145067698
0.75,0.8031914893617021,0.7882011605415861
0.8,0.7823984526112185,0.7886847195357833
0.85,0.7388781431334622,0.75
0.9,0.5865570599613152,0.6146034816247582
0.95,0.39893617021276595,0.5101547388781431
