ulb_ratio,supervised_acc,ssl_acc
0.7,0.6847195625305176,0.7006769776344299
0.75,0.7035783529281616,0.6735976934432983
0.8,0.7113152742385864,0.6537717580795288
0.85,0.563829779624939,0.6474854946136475
0.9,0.5241779685020447,0.646518349647522
0.95,0.33800774812698364,0.6329787373542786
